full_text_comments,full_text_comments_preprocessed
Menlu AS: Kami akan Serang Venezuela karena Ada Pabrik Drone Iran di Sana! Amerika Serikat mengkhawatirkan pengaruh Rusia dan Iran di Venezuela maka dari itu Menteri Luar Negeri AS Marco Rubio mengeluarkan pernyataan tak berdasar mengenai Venezuela. https://t.co/YiioaVsJFS,menlu serang venezuela pabrik drone iran amerika serikat mengkhawatirkan pengaruh rusia iran venezuela menteri negeri marco rubio mengeluarkan pernyataan berdasar venezuela
Hamas Serahkan Memorandum kepada Menlu Turki soal Pelanggaran Gencatan Senjata Israel https://t.co/d6ye7Hbc9W lewat @PInfopalestina,hamas serahkan memorandum menlu turki pelanggaran gencatan senjata israel pinfopalestina
🇮🇩 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 𝐏𝐞𝐫𝐤𝐮𝐚𝐭 𝐃𝐢𝐩𝐥𝐨𝐦𝐚𝐬𝐢 𝐑𝐨𝐲𝐚𝐥𝐭𝐢 𝐆𝐥𝐨𝐛𝐚𝐥! Kemenkum dan Kemenlu bersinergi memastikan suara Indonesia semakin kuat di forum WIPO Desember 2025. Tujuannya jelas: 𝐦𝐞𝐰𝐮𝐣𝐮𝐝𝐤𝐚𝐧 𝐞𝐤𝐨𝐬𝐢𝐬𝐭𝐞𝐦 𝐫𝐨𝐲𝐚𝐥𝐭𝐢 𝐝𝐢𝐠𝐢𝐭𝐚𝐥 https://t.co/CrpqYDb9Vl,kemenkum kemenlu bersinergi suara indonesia kuat forum wipo desember tujuannya
Menlu Inggris Serukan Gencatan Senjata Segera di Sudan https://t.co/Q5KKAtXuwh,menlu inggris serukan gencatan senjata sudan
Klaim Menlu Zelensky: Rusia Gunakan Rudal Jelajah 9M729 di Ukraina https://t.co/MOXQk0hYJm,klaim menlu zelensky rusia rudal jelajah ukraina
Hati2 Pak @prabowo Bapak tahu orang2 model Budi Arie ini seperti apa. @bang_dasco @sjafriesjams @Gerindra @Menlu_RI,hati prabowo model budi arie bang_dasco sjafriesjams gerindra menlu_ri
Menteri Luar Negeri (Menlu) Iran Seyed Abbas Araghchi mengatakan Teheran tidak tertarik pada perundingan langsung dengan Washington tetapi kesepakatan dapat dicapai melalui perundingan tidak langsung. Selengkapnya https://t.co/ecLUm0qg07 https://t.co/TLad8Ax0rD,menteri negeri menlu iran seyed abbas araghchi teheran tertarik perundingan langsung washington kesepakatan dicapai perundingan langsung selengkapnya
Mungkin pemerintah #Indonesia perlu menawarkan bantuan penanggulangan #banjir ke #Vietnam ...cc @Kemlu_RI @Menlu_RI @Kemhan_RI @sjafriesjams @BNPB_Indonesia @gibran_tweet @prabowo 🇲🇨,pemerintah indonesia menawarkan bantuan penanggulangan banjir vietnam kemlu_ri menlu_ri kemhan_ri sjafriesjams bnpb_indonesia gibran_tweet prabowo
@senjatanuklir @Menlu_RI @Kemlu_RI Emang ibarat kata kaya ortu yg udh ga sanggup urusan anaknya jd nyerahin anaknya ke lingkungan ga aman ketemu org jahat dan seterah anaknya mau diapain yakan??,senjatanuklir menlu_ri kemlu_ri emang kaya ortu udh sanggup urusan anaknya nyerahin anaknya lingkungan aman ketemu org jahat seterah anaknya diapain yakan
5. sirna dan segala upaya dilakukan agar dia kembali jadi @Menlu_RI.,sirna upaya menlu_ri
2. @RetnoLPMarsudi merupakan @Menlu_RI sangat anti ISLAM karena dari sikap dan perbuatana bisa ditemukan dengan kasat mata. Kalaupun dia bela PALESTINA itu hanya pencitraan saja agar diangkat kembali jadi @Menlu_RI dalam kabinet Merah Putih. @RetnoLPMarsudi sanagat kuciwa sekali,retnolpmarsudi menlu_ri anti islam sikap perbuatana ditemukan kasat mata bela palestina pencitraan diangkat menlu_ri kabinet merah putih retnolpmarsudi sanagat kuciwa
@IkramaSiddiq @senjatanuklir @Menlu_RI @Kemlu_RI Pemerintah Indonesia melalui KBRI Phnom Penh telah menangani 1.301 kasus WNI korban scam online di Kamboja pada Januari-Maret 2025 saja. Saat ini Kemlu dan Kementerian P2MI merencanakan pemulangan 110 WNI yang baru kabur dari compound di Chrey Thum bekerja sama dengan IOM serta,ikramasiddiq senjatanuklir menlu_ri kemlu_ri pemerintah indonesia kbri phnom penh menangani wni korban scam online kamboja januari maret kemlu kementerian pmi merencanakan pemulangan wni kabur compound chrey thum iom
@senjatanuklir @Menlu_RI @Kemlu_RI @grok apa yang sudah dilakukan pemerintah?,senjatanuklir menlu_ri kemlu_ri grok pemerintah
@Menlu_RI @prabowo Klw rewel tendang aja Drakor plastik Atau stop batubara ,menlu_ri prabowo klw rewel tendang drakor plastik stop batubara
Ricuh Demo Pemilu Tanzania Kemenlu Pantau Keselamatan WNI https://t.co/YfNWnQHiHV,ricuh demo pemilu tanzania kemenlu pantau keselamatan wni
Kemenlu harus bersuara termasuk di Nigeria dan juga membuat konten edukasi yang membatu masyarakat untuk membaca peristiwa ini. Termasuk Prodi HI.,kemenlu bersuara nigeria konten edukasi membatu masyarakat membaca peristiwa prodi
@DaveFreak @sahaL_AS Gk bisa kayaknya om di videonya juga dijelasin klo konstitusi Amerika mengharuskan Capres harus natural born citizen. Mamdani lahir di Uganda. Tapi klo mau isi jabatan strategis mungkin bisa. Menlu kah senat kah bisa aja.,davefreak sahal_as kayaknya videonya dijelasin klo konstitusi amerika mengharuskan capres natural born citizen mamdani lahir uganda klo isi jabatan strategis menlu senat
@LimSianSeeEric Mungkin sesuai kata pepatah Jangan terlalu memuja... Padahal kedua pejabat tsb setara sama-sama kepala pemerintahan dan kepala negara. Tapi tak apalah justru memperlihatkan Menlu China itu kekanakan.,limsianseeeric sesuai pepatah memuja pejabat tsb setara kepala pemerintahan kepala negara apalah menlu china kekanakan
@boysyahbana @prabowo @sjafriesjams Cc:@Menlu_RI @gopurwandi @DPR_RI @sahaL_AS @puanmaharani_ri @buruhmigran1 @UNODC @UNODC_HTMSS.,boysyahbana prabowo sjafriesjams menlu_ri gopurwandi dpr_ri sahal_as puanmaharani_ri buruhmigran unodc unodc_htmss
@NephilaXmus @Yusrilihza_Mhd @ASEAN WNI disana jadi komoditas Menlu bisa cuek kaya gitu..,nephilaxmus yusrilihza_mhd asean wni disana komoditas menlu cuek kaya
@senjatanuklir @Menlu_RI @Kemlu_RI Apa kerjamu Sugionoo??!!!!,senjatanuklir menlu_ri kemlu_ri kerjamu sugionoo
@senjatanuklir @Menlu_RI @Kemlu_RI Apapun masalahnya....solusinya makan gratis,senjatanuklir menlu_ri kemlu_ri apapun solusinya makan gratis
Kericuhan di Kota Bavet Kamboja terjadi saat puluhan WNI kabur dari kompleks online scam. Kemenlu RI pastikan 110 WNI berhasil diamankan. https://t.co/0jFy5JlZzH,kericuhan kota bavet kamboja puluhan wni kabur kompleks online scam kemenlu pastikan wni berhasil diamankan
@senjatanuklir @Menlu_RI @Kemlu_RI Mending klo berani lgsung mention Menseskab. Ring A1. Biar infonya tembus. Jgn smp taunya scamboja dbiarkan krn ada interest golongan tertentu yg diuntungkan dr sana. Semisal utk ada setoran ke aparat money laundry dll.,senjatanuklir menlu_ri kemlu_ri mending klo berani lgsung mention menseskab ring biar infonya tembus jgn smp taunya scamboja dbiarkan krn interest golongan diuntungkan utk setoran aparat money laundry
@dennyindrayana Prospek karier bagi para mahasiswa FH birokrasi -diberbagai Kementrian TNI/Polri terbanyak diserap di kejaksaan kemhumham ELITE jadi diplomat/birokrat di Kemenlu -Pemda bukan birokrasi tetapi profesinya dibawah sumpah Notaris Pengacara Jurnalis tidak dibawah sumpah,dennyindrayana prospek karier mahasiswa birokrasi diberbagai kementrian tni polri diserap kejaksaan kemhumham elite diplomat birokrat kemenlu pemda birokrasi profesinya dibawah sumpah notaris pengacara jurnalis dibawah sumpah
Gubernur Wayan Koster Terima Wakil Menlu Bulgaria Bahas Kerja Sama Budaya hingga Pendidikan https://t.co/oYf01GHHIb\ #Suasanahangat #WakilMenteriLuarNegeriBulgaria #lintassektor #memperkuathubunganbudaya #bitvonline,gubernur wayan koster terima wakil menlu bulgaria bahas kerja budaya pendidikan suasanahangat wakilmenteriluarnegeribulgaria lintassektor memperkuathubunganbudaya bitvonline
@djki_kemenkum Kemenkum dan Kemenlu Perkuat Diplomasi Terkait Proposal Indonesia di Bidang Royalti Selengkapnya: https://t.co/prL3F3zesN #DJKI #KekayaanIntelektual #KementerianHukum #HakCipta #LayananHukumMakinMudah #SetahunBerdampak https://t.co/SMoeQxhdQN,djki_kemenkum kemenkum kemenlu perkuat diplomasi terkait proposal indonesia bidang royalti selengkapnya djki kekayaanintelektual kementerianhukum hakcipta layananhukummakinmudah setahunberdampak
@Menlu_RI @prabowo @chrisluxonmp wajahnya pada ceria ya moga didapat kesepakatan yg menguntungkan rakyat kedua negara https://t.co/qht8l0vJ3G,menlu_ri prabowo chrisluxonmp wajahnya ceria moga kesepakatan menguntungkan rakyat negara
diplomat kemenlu yg kerjanya bantu wni seperti mereka aja dibunbun dan sampe skrg gk ada kejelasan kasusnyaa. Semenyeramkan itu emang tinggal di negara ini.,diplomat kemenlu kerjanya bantu wni dibunbun sampe skrg kejelasan kasusnyaa semenyeramkan emang tinggal negara
Kemenkum dan Kemenlu Perkuat Diplomasi Terkait Proposal Indonesia di Bidang Royalti Selengkapnya: https://t.co/JhKAOjZmsR #DJKI #KekayaanIntelektual #KementerianHukum #HakCipta #LayananHukumMakinMudah #SetahunBerdampak https://t.co/N0ojROl0IG,kemenkum kemenlu perkuat diplomasi terkait proposal indonesia bidang royalti selengkapnya djki kekayaanintelektual kementerianhukum hakcipta layananhukummakinmudah setahunberdampak
Menlu Estonia Desak Tekanan Internasional terhadap Israel untuk Akhiri Bencana Kemanusiaan di Gaza https://t.co/TvBzQAzi3k lewat @PInfopalestina,menlu estonia desak tekanan internasional israel bencana kemanusiaan gaza pinfopalestina
Halo @Kemlu_RI @Menlu_RI ini jelas2 penyekapan WNI di Kamboja tidak ada tindak lanjut? mana perlindungannya?,halo kemlu_ri menlu_ri penyekapan wni kamboja tindak perlindungannya
KBRI sama @Menlu_RI woi gerak napa..,kbri menlu_ri woi gerak napa
@masjalah Prabowo kemenlu Bin harusnya bertindak.,masjalah prabowo kemenlu bin bertindak
@senjatanuklir @tang__kira @Menlu_RI @Kemlu_RI Ngapain nyuruh kami kerja????? Kami itu kerja dalam senyap Semuanya (di)senyap(kan) Lalu selesai,senjatanuklir tang__kira menlu_ri kemlu_ri ngapain nyuruh kerja kerja senyap senyap selesai
Ekspresi menlu RI sangat mewakili ,ekspresi menlu mewakili
Dm prabowo kode dm menlu Lama kode Yaudah tp kan lebih banyak hujatan dan ujian meskipun Ada bodyguard juga,prabowo kode menlu kode yaudah hujatan ujian bodyguard
Orang indo di Kamboja tu video uda viral kemana mana tapi gaonok tindak lanjut sama sekali. Masio mereka gateli berangkat kesono kan yo juga WNI (?) gak sakno ta iki bapak YTH kemenlu ke mereka min @Gerindra ? Bertanya kak.,indo kamboja video uda viral gaonok tindak masio gateli berangkat kesono wni sakno iki yth kemenlu min gerindra kak
@zalkad @PNS_Ababil Bukannya Presiden dan menlu skrg mantan militer ya?,zalkad pns_ababil presiden menlu skrg mantan militer
@prabowo Asli ana demen foto yg Pak @prabowo sama Menlu sama sama Pake Peci Hitam. Peci khas Indonesia Peci Perjuangan Dan.. Peci kami Muslim ke Masjid.,prabowo asli ana demen foto prabowo menlu pake peci hitam peci khas indonesia peci perjuangan peci muslim masjid
@Zaindamai @LanangJagad31 @KangManto123 @setkabgoid @Menlu_RI Menurut Henley Passport Index 2025 paspor Singapura menduduki peringkat 1 dunia dengan akses visa-free ke 195 destinasi. Paspor Malaysia berada di peringkat 12 dengan 180 akses sementara paspor Indonesia di peringkat 70 hanya 73 akses. Indonesia masih tertinggal jauh tapi,zaindamai lanangjagad kangmanto setkabgoid menlu_ri henley passport index paspor singapura menduduki peringkat dunia akses visa free destinasi paspor malaysia peringkat akses paspor indonesia peringkat akses indonesia tertinggal
@LanangJagad31 @KangManto123 Pasport Indonesia vs Malaysia Singapore gmn ? @grok @setkabgoid @Menlu_RI,lanangjagad kangmanto pasport indonesia malaysia singapore gmn grok setkabgoid menlu_ri
presiden u pilih menlu org partai,presiden pilih menlu org partai
@DivHumas_Polri Kerja sama pak polisi sama Kemenlu Arab Saudi semoga lancar dan sukses! ,divhumas_polri kerja polisi kemenlu arab saudi semoga lancar sukses
@senjatanuklir @Menlu_RI @Kemlu_RI Emang negara mau bantu no hope,senjatanuklir menlu_ri kemlu_ri emang negara bantu hope
@kompascom Ada yg paham dgn diplomasi nggak disitu? Tim menlu nya capek banget gendong tim kosongan begini,kompascom paham dgn diplomasi disitu tim menlu capek gendong tim kosongan
@senjatanuklir @Menlu_RI @Kemlu_RI Kemenlunya pada main slot x wkwkw,senjatanuklir menlu_ri kemlu_ri kemenlunya main slot wkwkw
terpantau akun ig menlu posting 2 short video selama APEC kmrn. trus pakai lagu Bangtan. komentarnya isinya army semua .,terpantau akun menlu posting short video apec kmrn trus pakai lagu bangtan komentarnya isinya army
@SenatorWong @Menlu_RI @Kemlu_RI @dfat #WESTPAPUAGENOCIDE YA C### GOOGLE IT,senatorwong menlu_ri kemlu_ri dfat westpapuagenocide google
Menlu Sugiono di KTT ASEAN India: Indonesia &amp; India sepakat berkolaborasi dalam program Makan Bergizi Gratis (MBG). India punya pengalaman hebat lewat program makan siang sekolah Indonesia membawa semangat baru lewat MBG agar tak ada lagi anak yang belajar dengan perut https://t.co/ptG1ag6FLj,menlu sugiono ktt asean india indonesia amp india sepakat berkolaborasi program makan bergizi gratis mbg india pengalaman hebat program makan siang sekolah indonesia membawa semangat mbg anak belajar perut
Terkait peluang kerjasama dengan India terkait pelaksanaan program MBG seperti yg disampaikan Menlu Sugiono saat Pertemuan KTT ASEAN-India di Malaysia Kepala BGN menyampaikan kerjasama dimungkinkan terkait peningkatan kualitas pelayanan pengawasan dan pengembangan institusi. https://t.co/Z8r1eZ9mTi,terkait peluang kerjasama india terkait pelaksanaan program mbg menlu sugiono pertemuan ktt asean india malaysia kepala bgn kerjasama terkait peningkatan kualitas pelayanan pengawasan pengembangan institusi
Program Makan Bergizi Gratis (MBG) kini membuka peluang kolaborasi dengan India seperti disampaikan Menlu Sugiono dalam KTT di Malaysia. Kerja sama ini memperkuat misi bersama dalam ketahanan pangan gizi anak dan pembangunan manusia unggul di kawasan. https://t.co/r7szN7ynEI,program makan bergizi gratis mbg membuka peluang kolaborasi india menlu sugiono ktt malaysia kerja memperkuat misi ketahanan pangan gizi anak pembangunan manusia unggul kawasan
@jacobincambodia @Menlu_RI @prabowo @Gerindra tolong la itu sama sama manusia cari makan,jacobincambodia menlu_ri prabowo gerindra manusia cari makan
Menlu Sugiono mewakili Presiden Prabowo Subianto dalam KTT ASEAN-India ke-22 di Kuala Lumpur Malaysia. Dalam pidatonya Sugiono menyoroti peluang kerja sama antara Indonesia dan India dalam program MBG. _ https://t.co/ijkXOYepu1,menlu sugiono mewakili presiden prabowo subianto ktt asean india kuala lumpur malaysia pidatonya sugiono menyoroti peluang kerja indonesia india program mbg
@Menlu_RI ga berani pak?,menlu_ri berani
Menlu Sugiono menjadi salah 1 pembicara di KTT Asean-India ke-22 di Kuala Lumpur Malaysia. Dlm pidatonya Sugiono berbicara peluang Indonesia &amp; India bekerja sama dlm mengerjakan program Makan Bergizi Gratis Pertemuan berlangsung Minggu (26/10) ini dihadiri PM India https://t.co/lczgf90BpI,menlu sugiono salah pembicara ktt asean india kuala lumpur malaysia dlm pidatonya sugiono berbicara peluang indonesia amp india dlm program makan bergizi gratis pertemuan minggu dihadiri india
@ridwanhr mustinya kemenlu berlakukan travel warning ke Kamboja Laos &amp; Myanmar.,ridwanhr mustinya kemenlu berlakukan travel warning kamboja laos amp myanmar
Menlu Sugiono Dorong Kerja Sama Digital yang Inklusif Lewat Forum APEC di Korsel Menteri Luar Negeri Sugiono mendorong terjalinnya kerja sama digital untuk membangun kawasan Asia-Pasifik yang inovatif berkelanjutan dan inklusif. Dia menyatakan kawasan Asia-Pasifik https://t.co/srVDDct8we,menlu sugiono dorong kerja digital inklusif forum apec korsel menteri negeri sugiono mendorong terjalinnya kerja digital membangun kawasan asia pasifik inovatif berkelanjutan inklusif kawasan asia pasifik
@prabowo @Menlu_RI Ini kejadian terhadap pencari kerja Indonesia yg terjebak dan jadi korban human traficking di kamboja....apakah pemerintah akan tutup mata/ mengabaikan saja kehidupan / keamanan rakyat nya ?,prabowo menlu_ri kejadian pencari kerja indonesia terjebak korban human traficking kamboja pemerintah tutup mata mengabaikan kehidupan keamanan rakyat
@tanyarlfes Negara / @Kemlu_RI @Menlu_RI @DPR_RI wajib melindungi WNI di luar negeri. CC: @KomnasHAM @NataliusPigai2 jangan diem aja kenapa.,tanyarlfes negara kemlu_ri menlu_ri dpr_ri wajib melindungi wni negeri komnasham nataliuspigai diem
@AsahPolaPikir @MbahDila76 Adalah kewajiban negara/ @Kemlu_RI @Menlu_RI untuk melindungi semua WNI diluar negeri. Kalau perlu tegur dubes Kamboja di Jakarta untuk selalu baik memperlakukan WNI secara baik. CC: @DPR_RI @KomnasHAM @NataliusPigai2 jangan diem aja dong.,asahpolapikir mbahdila kewajiban negara kemlu_ri menlu_ri melindungi wni diluar negeri tegur dubes kamboja jakarta memperlakukan wni dpr_ri komnasham nataliuspigai diem
@senjatanuklir @Menlu_RI @Kemlu_RI @Menlu_RI @Kemlu_RI pak kerja pak,senjatanuklir menlu_ri kemlu_ri menlu_ri kemlu_ri kerja
Web kemenlu kebiasaan deh giliran gue butuh malah load lama or crash,web kemenlu kebiasaan giliran butuh load crash
@SBaigin @Boediantar4 Bapak Presiden Negara Republik Indonesia Bapak Jendral @prabowo Bapak Menteri Pertahanan Bapak Jendral @sjafriesjams Bapak Menteri Luar Negeri Bapak Sugiono @Menlu_RI Kedaulatan Kita dilautan sudah pernah dihabisi perampok Pelaut Berbendera Asing pada Akhir 2024 masih teringat https://t.co/GHqkqn86aC,sbaigin boediantar presiden negara republik indonesia jendral prabowo menteri pertahanan jendral sjafriesjams menteri negeri sugiono menlu_ri kedaulatan dilautan dihabisi perampok pelaut berbendera asing
@jacobincambodia Indonesia bukan negara berdaulat Indonesia hanya negara bajingan Maka di biarkan rakyat nya di siksa d LN @Menlu_RI @KemensetnegRI @Puspen_TNI,jacobincambodia indonesia negara berdaulat indonesia negara bajingan biarkan rakyat siksa menlu_ri kemensetnegri puspen_tni
@senjatanuklir @Menlu_RI @Kemlu_RI Lah duitnya guede kok,senjatanuklir menlu_ri kemlu_ri duitnya guede
@tanganjojo @Menlu_RI Kepada @Araghutama,tanganjojo menlu_ri araghutama
@tanganjojo @Menlu_RI Anak orang kaya dl baru gerak...kebiasaan,tanganjojo menlu_ri anak kaya gerak kebiasaan
@Menlu_RI @kanghunsik_ Bertemu tidak level apakah sesuai standar operasional diplomasi ?? Jangan membuat seolah turun level ?,menlu_ri kanghunsik_ bertemu level sesuai standar operasional diplomasi turun level
