full_text_comments,full_text_comments_preprocessed
@tempodotco Welcome to New Orba 2,welcome new orba
@tempodotco Selamat datang di neo orba,selamat datang neo orba
@tempodotco Udah gila☺️☺️☺️☺️,udah gila
@tempodotco Londo ireng anjeng memang,londo ireng anjeng memang
@tempodotco Yf2,
@tempodotco Ambisi 2 periode wowo 😂,ambisi periode wowo
@tempodotco Setuju sij,setuju sij
@tempodotco Apa itu reformasi?,apa reformasi
@tempodotco Gas hancurkan,gas hancurkan
"@tempodotco Klo gini aja sat set, giliran UU perampasan aset lama",klo gini sat set giliran perampasan aset lama
@tempodotco GILA ANJ KIAMAT AJA SEKALIAN,gila anj kiamat sekalian
@tempodotco Kepala daerah adalah wakil yg paling dikenal sepak terjangnya oleh rakyat krn lebih dekat secara fisik dgn rakyat.,kepala daerah adalah wakil paling dikenal sepak terjangnya rakyat krn lebih dekat secara fisik dgn rakyat
@tempodotco WHY ARE WE EVOLVING BACKWARDS😭,why are evolving backwards
"@tempodotco 𝙆𝙚𝙢𝙗𝙖𝙡𝙞𝙣𝙮𝙖 𝙚𝙧𝙖 𝙨𝙚𝙣𝙩𝙧𝙖𝙡𝙞𝙨𝙖𝙨𝙞, 𝙨𝙚𝙢𝙪𝙖 𝙣𝙖𝙣𝙩𝙞 𝙙𝙞𝙗𝙖𝙬𝙖𝙝 𝙠𝙤𝙢𝙖𝙣𝙙𝙤 𝙥𝙧𝙚𝙨𝙞𝙙𝙚𝙣",
@tempodotco Ya allaahhh!,allaahhh
@tempodotco 😇,
@tempodotco gila,gila
@tempodotco Oke gas oke gas...,oke gas oke gas
"@tempodotco Rusak 
Bubar
Bubar",rusak bubar bubar
@tempodotco Ya Allahhh,allahhh
@tempodotco oh...,
@tempodotco @JhonRiz57726790 Bedebah Kalian,bedebah kalian
@tempodotco gila smw,gila smw
@tempodotco Lawan,lawan
@tempodotco wihhhh,wihhhh
@tempodotco Otoriter sdh terlihat hilalnya sejak Soeharto dijadikan Pahlawan,otoriter sdh terlihat hilalnya sejak soeharto dijadikan pahlawan
@tempodotco welcome to new orba,welcome new orba
"@tempodotco PS di pihak rakyat?
Mimpi!",pihak rakyat mimpi
"@tempodotco lagi semrawut dan bencana belum beres ini dari kemaren mereka malah sibuk sama pilkada, kan emang anjing",semrawut bencana beres kemaren malah sibuk sama pilkada kan emang anjing
@bcandidd pindah yuk kak,pindah yuk kak
@bcandidd Iya siap dhe ka,iya siap dhe
@bcandidd gak perlu ngajarin gue,ngajarin
@bcandidd haha pengen pindah ya,haha pengen pindah
@bcandidd iya lagi haha,iya haha
@bcandidd heheh betul nih,heheh betul
@bcandidd haha iya lagi tuh,haha iya tuh
@bcandidd cape banget jadi wni,cape banget jadi wni
@bcandidd Haruss sabar yah hehe,haruss sabar yah hehe
@bcandidd Apa iya seh,apa iya seh
@msaid_didu Harus di Nepalkan,nepalkan
"@msaid_didu Gassss , ayoo bersatu 🔥🔥🔥🔥",gassss ayoo bersatu
@msaid_didu Mantap,mantap
@msaid_didu KETERPAKSAAN MEMBUAT YG TERINJAK PUN BANGKIT ... HATI2 PAK.,keterpaksaan membuat terinjak pun bangkit hati pak
@msaid_didu 𝙱𝚊𝚐𝚞𝚜..,
@msaid_didu https://t.co/6Grf3qZsyv,
@msaid_didu mereka yg memulai juga sih yg mukul duluan yg menodongkan tembakan duluan yg nyebar teror duluan. dan ini bentuk perlawanan untuk mempertahankan hak. buat muslim ini bentuk jihad,memulai sih mukul duluan menodongkan tembakan duluan nyebar teror duluan bentuk perlawanan mempertahankan hak buat muslim bentuk jihad
"@msaid_didu abis jadi SJW jalanan, jadi provokator jihad https://t.co/3xwzI3tPXk",abis jadi sjw jalanan jadi provokator jihad
@msaid_didu Udah seperti ini siapa yang harus tanggung jawab masa @DivHumas_Polri @Divpropam hanya diam tidak bergerak melakukan tindakan tegas terhadap anggota polri   kalau @ListyoSigitP udah gak bisa diharapkan,udah siapa tanggung jawab masa diam bergerak melakukan tindakan tegas terhadap anggota polri udah diharapkan
@msaid_didu Mari rakyat bersatu kita lawan genk Jokowi dan China bangsattttttt....,mari rakyat bersatu lawan genk jokowi china bangsattttttt
"@msaid_didu Kl sakit kedokter sono, tindakan anarkisme didukung, grumpy old man",sakit kedokter sono tindakan anarkisme didukung grumpy old man
"@msaid_didu Sabar pak ada waktunya

Buktikan di 2029 kalau memang Bapak dan golongannya hebat",sabar pak waktunya buktikan memang bapak golongannya hebat
"@msaid_didu Gambaran 
""Negeri Seribu Pulau"" ❌️
""Negeri Seribu Koruptor""✅️
FYI : Pak @prabowo",gambaran negeri seribu pulau negeri seribu koruptor fyi pak
@msaid_didu Ingat ada satu kata lawan🔥🔥,ingat satu kata lawan
"@msaid_didu Bakar ajah ngga papa selagi kita menyuarakan kebenaran tapi tidak di dengarkan, buta hati tuli mata buta telinga",bakar ajah ngga papa selagi menyuarakan kebenaran dengarkan buta hati tuli mata buta telinga
@msaid_didu Menyala BOM nya,menyala bom
@msaid_didu Jangan kasih kendor. Terus berjuang  dan berjihad membela NKRI dari penghianatan oligarki dan penguasa zholim. Jaga kedaulatan rakyat dari penjajahan cina!!!,jangan kasih kendor terus berjuang berjihad membela nkri penghianatan oligarki penguasa zholim jaga kedaulatan rakyat penjajahan cina
@msaid_didu Bapak jangan menjadi provokator. Didiklah rakyat melalui jalur perlawanan yg benar. Apakah bapak masih ingat saat menggunakan ambulance untuk mengelabui polisi? Itu namanya licik pak.,bapak jangan menjadi provokator didiklah rakyat melalui jalur perlawanan benar apakah bapak ingat menggunakan ambulance mengelabui polisi namanya licik pak
@msaid_didu Bersatu bareng partai demokrat  sby maksud lo? 🤣,bersatu bareng partai demokrat sby maksud
@msaid_didu kapan gerakan ketidak puasan ini terjadi secara global ??,kapan gerakan ketidak puasan terjadi secara global
"@msaid_didu @DivHumas_Polri Pak, apakah ini termasuk provokator? Tolong di tindak Pak. Terima kasih",pak apakah termasuk provokator tolong tindak pak terima kasih
@msaid_didu https://t.co/fvDzRmIHLE,
@msaid_didu https://t.co/cJ325o32v6,
@unmagnetism Dia maksudnya @POTUS ?,maksudnya
@unmagnetism maksudnya trump kan?,maksudnya trump kan
@unmagnetism Presiden menculik presiden,presiden menculik presiden
@unmagnetism Awas ntar dipecat lu un,awas ntar dipecat
@unmagnetism Lu pakai nuklir un bat backingan tar,pakai nuklir bat backingan tar
@unmagnetism Min ... nanti kamu di culik,min nanti culik
@unmagnetism priiitttt pelanggaran min,priiitttt pelanggaran min
@unmagnetism cara mengkritik sekarang harus satir 🤣,cara mengkritik sekarang satir
"@unmagnetism di anu, apa si namanya",anu apa namanya
@unmagnetism duh jangan trlalu diinin mag,duh jangan trlalu diinin mag
"@unmagnetism Waktu nyulik belum presiden, udh kepingin sih, tp belum",waktu nyulik presiden udh kepingin sih
@unmagnetism weh anjir,weh anjir
"@unmagnetism Ayo ngumpul sini,masuk in jebakan Betmen..",ayo ngumpul sini masuk jebakan betmen
@unmagnetism Sebut saja sawitanto,sebut saja sawitanto
@unmagnetism Minta tolong sama @realDonaldTrump un,minta tolong sama
@unmagnetism kabarain keadaanmu terus ya un,kabarain keadaanmu terus
@unmagnetism Di polsek terdekat un,polsek terdekat
@unmagnetism Sebut saja SUbianto 98',sebut saja subianto
@unmagnetism Bawa aja annies,bawa annies
@unmagnetism https://t.co/7mnOebNExL,
@unmagnetism https://t.co/nDpAx2EpZ6,
@unmagnetism Kang somay lewat,kang somay lewat
@unmagnetism Coba ke polsek terdekat Um...,coba polsek terdekat
@unmagnetism TRUMP KAN UN MKSDNY 😘,trump kan mksdny
@unmagnetism waduhhhh dikirim ayam bakar un,waduhhhh dikirim ayam bakar
@unmagnetism M-MANGSUT?????,mangsut
@unmagnetism Si bowo un,bowo
@unmagnetism https://t.co/B0oQWzlbmU,
@unmagnetism Spil,spil
"@unmagnetism Diem un, ntar lu ilang",diem ntar ilang
@unmagnetism Bisa aje lu un,aje
@unmagnetism pffffff,pffffff
@unmagnetism Un dicari kang bakso,dicari kang bakso
@unmagnetism DEMN,demn
@unmagnetism https://t.co/qQAxMHclYS,
@unmagnetism Offside!!! https://t.co/R7eWY0xfzs,offside
@unmagnetism Adalah pokoknya,adalah pokoknya
@unmagnetism 🤣🤣,
@unmagnetism deym pelan pelan un,deym pelan pelan
@unmagnetism Eh...,
@unmagnetism ninuninuninu,ninuninuninu
@unmagnetism Mancing2 ya un.,mancing
@unmagnetism un diem un,diem
@unmagnetism UDDDAAAAAHHHHH 😭🫸🏻🫸🏻🫸🏻,udddaaaaahhhhh
@unmagnetism Ngerii🤣,ngerii
@unmagnetism adalah pokoknya un,adalah pokoknya
@unmagnetism Un...,
@unmagnetism Donal bebek un,donal bebek
@unmagnetism WKWKKWKWWKWKKW,wkwkkwkwwkwkkw
@unmagnetism Bgst,bgst
@unmagnetism 🤣🤣🤣,
@unmagnetism priiiittt offisideee,priiiittt offisideee
"@unmagnetism Hah, hu hah",hah hah
@unmagnetism Un... https://t.co/gLQ4xCIBlb,
@unmagnetism Terlalu bahaya mas KUHP pidana terbaru sudah berlaku😹😇,terlalu bahaya mas kuhp pidana terbaru berlaku
@unmagnetism menurut keyakinan siapa nichh,menurut keyakinan siapa nichh
@unmagnetism Eh gimana tadi🫸😭🫷,gimana tadi
@unmagnetism Main kan UN.,main kan
@unmagnetism Siapa,siapa
@unmagnetism Hehe,hehe
@unmagnetism Masih aman un?,aman
@unmagnetism Gelap,gelap
@unmagnetism asw😭,asw
@unmagnetism ehhhh🤭,ehhhh
@unmagnetism PRITTTT AWAS😶,pritttt awas
@unmagnetism un 👍semakin menyala,semakin menyala
@unmagnetism Siapa tuhh? Kasih tau donk un,siapa tuhh kasih tau donk
@unmagnetism Internetnya masih pakai amerika tapi anti AS . ini konyol sama saja.,internetnya pakai amerika anti konyol sama saja
@unmagnetism https://t.co/CYT8Luc7xx,
@unmagnetism Lu udh tau blum klau ada Ijazah Palsu?,udh tau blum klau ijazah palsu
@unmagnetism emang presiden yang menculik siapa aja un ?,emang presiden menculik siapa
@unmagnetism Hayo siapa yang tau,hayo siapa tau
"@anvie Semua negara mestinyavharus ada rudal nuklir...justru itu bisa menjaga dunia aman. Karna tidak ada yang berani gertak ancam negara lain. Karna sama"" punya taring, dsn bisa sama jadi abu.",semua negara mestinyavharus rudal nuklir justru menjaga dunia aman karna berani gertak ancam negara lain karna sama punya taring dsn sama jadi abu
@anvie https://t.co/qXAGpFYpmR,
@anvie @grok buat dia botak,buat botak
"@anvie Kita menjajaki teknologi nuklir pada akhir 1950-an,  awalnya tak tertarik utk membuat senjata tp berubah sejak test bom atom Miss Qiu di Xinjiang 16 oktober ‘64. Brigjend Hartono menyatakan kemungkinan Indonesia punya bom atom sendiri. Rest of the story kita tahu apa yg terjadi.",menjajaki teknologi nuklir akhir awalnya tak tertarik utk membuat senjata berubah sejak test bom atom miss qiu xinjiang oktober brigjend hartono menyatakan kemungkinan indonesia punya bom atom sendiri rest the story tahu apa terjadi
@anvie Yg blg org gila itu kemakan propaganda berita mamarika,blg org gila kemakan propaganda berita mamarika
"@anvie Punya senjata nuklir adalah garansi keamanan dan kedaulatan suatu negara, cuma itu. ☢️",punya senjata nuklir adalah garansi keamanan kedaulatan suatu negara cuma
"@anvie Sebenernya udah lama sih tapi dari waktu ke waktu cuma diingetin aja...
Walaupun rusia ama china ga bner2 bersih, kalo disuruh memihak (dan nanti bakal tiba juga waktunya memihak kalau terjadi perang, ini pasti), ya mending mihak sosialis.. toh perang jg butuh biaya dan resource",sebenernya udah lama sih waktu waktu cuma diingetin walaupun rusia ama china bner bersih kalo disuruh memihak nanti bakal tiba waktunya memihak terjadi perang pasti mending mihak sosialis toh perang butuh biaya resource
@anvie Negara mewah tampa sumber nuklir hanya tinggal menunggu waktu untk dijajah? Untuk negara kita miskin..,negara mewah tampa sumber nuklir tinggal menunggu waktu untk dijajah negara miskin
"@anvie Ameriki pernah bengong ketika japun menggunakan pasukan bunuh dirinya ketika sdh terdesak, dimana itu tidak umum utk Barat dan sekutunya.",ameriki pernah bengong japun menggunakan pasukan bunuh dirinya sdh terdesak dimana umum utk barat sekutunya
"@anvie To: yth bpk trump , tolong jajah konoha dong, wni udah males dijajah goverment ...😭",yth bpk trump tolong jajah konoha wni udah males dijajah goverment
"@anvie Dikonoha gak perlu diserang,tinggal suap pejabat nya, tanah air laut udara bakal diserahkan cuma2..",dikonoha diserang tinggal suap pejabat tanah air laut udara bakal diserahkan cuma
"@anvie CONTOH RUSSIA AJA, HANCUR NEGARA MREKA, 1/4 BUMI JUGA JAMINANNYA HANCUR WKWK",contoh russia hancur negara mreka bumi jaminannya hancur wkwk
"@anvie Untuk yang kuat, peraturan gak berlaku",kuat peraturan berlaku
@anvie Amrik lewat tangan Israel berani serang Iran.,amrik lewat tangan israel berani serang iran
@anvie konoha dah lama melacurkan gunung2emas dan tanah2 suburnya ke amrik,konoha dah lama melacurkan gunungemas tanah suburnya amrik
@anvie Amerika dari dijajah menjadi Penjajah.,amerika dijajah menjadi penjajah
"@anvie Ditambah Seoul deket banget dari DMZ. Salah langkah sedikit aja, babay Seoul",ditambah seoul deket banget dmz salah langkah sedikit babay seoul
@anvie @grok put him in a bikini,put him bikini
@anvie Bukan hny dijajah tapi direbut,hny dijajah direbut
@anvie Dan biang penjajah adalah =  🇺🇸,biang penjajah adalah
@anvie sekarang masuk akal,sekarang masuk akal
@anvie camkan itu @Puspen_TNI,camkan
@anvie USA kan emang preman dunia,usa kan emang preman dunia
@anvie wowo masih blm sadar dengan ini sumber alam dimasa depan penting banget nanti,wowo blm sadar sumber alam dimasa depan penting banget nanti
@anvie Trmasuk di indon sudah di jajah Melalui Perang tarif indonesia bertekuk lutut tanpa perlawanan LOL,trmasuk indon jajah melalui perang tarif indonesia bertekuk lutut tanpa perlawanan lol
@anvie True,true
@anvie 🇰🇵🇰🇵🇰🇵🇰🇵😍😍😍,
"@anvie ""Who's laughing now?"" Comrade Kim",who laughing now comrade kim
@anvie GOAT,goat
@anvie Tp krn nuklir nya negara nya jadi miskin.. di atas kertas kaya SDA tp realita nya korut miskin krn byk sanksi,krn nuklir negara jadi miskin atas kertas kaya sda realita korut miskin krn byk sanksi
"@anvie Bang Kim Jong Un, tolong dong ambil wargamu satu ini, dia mengidolakanmu 😜🤡🤪😂🤣",bang kim jong tolong ambil wargamu satu mengidolakanmu
@anvie @ilhampurnama887 Berpengalaman selama 75 tahun,berpengalaman selama tahun
"@anvie Kalo cadangan minyak indonesia sebanyak timur tengah udh pasti diinvasi jga dari jaman soeharto, alih2 penegakan hukum dari pelanggaran HAM berat oleh seorang diktator",kalo cadangan minyak indonesia sebanyak timur tengah udh pasti diinvasi jga jaman soeharto alih penegakan hukum pelanggaran ham berat seorang diktator
@anvie Bener,bener
@anvie The real ASING DAN ANTEK2NYA 😂 itu nyata,the real asing anteknya nyata
@anvie Next indonesia,next indonesia
@dina_sulaeman 👍👍👍👏,
"@dina_sulaeman Bu, PM Israel Baby tdk pernah kirim ribuan napi kriminal dari penjara venezuella ke AS lakukan aksi teror, narkoba. Maduro itu otoriter, komunis, kriminal yg dibenci rakyatnya sendiri.",israel baby tdk pernah kirim ribuan napi kriminal penjara venezuella lakukan aksi teror narkoba maduro otoriter komunis kriminal dibenci rakyatnya sendiri
@dina_sulaeman Ai kuwi 🤣🤣,kuwi
@dina_sulaeman Emang muslim tuh pada OGEB².. Video hoax pun dipercaya.. 😅😂🤣,emang muslim tuh ogeb video hoax pun dipercaya
@dina_sulaeman stupid question 🤤,stupid question
"@dina_sulaeman Justice..?

🦅 https://t.co/p857hqydC7",justice
"@dina_sulaeman Pertanyaanmu itu sama seperti ""kalo gereja hagia sofia saja bisa jadi masjid, kenapa tidak dengan al aqsa jadi sinagog"". Harusnya logika bodohmu itu disinkronkan dulu.",pertanyaanmu sama kalo gereja hagia sofia saja jadi masjid kenapa aqsa jadi sinagog harusnya logika bodohmu disinkronkan dulu
"@dina_sulaeman ya silahkan ajah, kan agak ada yg melarang. masalahnya siapa yg mau dan siapa yg bisa? omon doang",silahkan ajah kan agak melarang masalahnya siapa siapa omon doang
@dina_sulaeman Emang ada yg mampu?. 🤭 🤣,emang mampu
@dina_sulaeman Mengapa Dina memposting video hoax? Selevel akademisi kok begini banget? Memalukan dan menjijikkan. Hoi malu hoi....!!!,mengapa dina memposting video hoax selevel akademisi begini banget memalukan menjijikkan hoi malu hoi
"@dina_sulaeman Beberapa waktu lalu Netanyahu ke New York tapi tetap saja nggak ditangkap sama Si @ZohranKMamdani 

Cuma omon-omon saja memang 🤭",beberapa waktu lalu netanyahu new york tetap saja nggak ditangkap sama cuma omon omon saja memang
@dina_sulaeman that kolonial ally new world order for humanity abusing doctrine systerm,that kolonial ally new world order for humanity abusing doctrine systerm
"@dina_sulaeman As oprasi di Venez....

As BISA membawa isrl ke MHKMH INTRSL...

AS BUKAN UTUSAN MHKMH INTRNSL

((( premis amis )))

masih bingung
Ke kaper apa komunce https://t.co/KvVYIU2kWw",oprasi venez membawa isrl mhkmh intrsl utusan mhkmh intrnsl premis amis bingung kaper apa komunce
"@dina_sulaeman Kalau Gue Presiden , Gue kirim Pasukan Komando untuk Culik Trump &amp; Netanyahu , gue jeblosin ke kandang Singa dan Buaya .",presiden kirim pasukan komando culik trump amp netanyahu jeblosin kandang singa buaya
@dina_sulaeman Owloh lu aja ga mampu melindungi umatnya dari Israel… udah ga usah ngimpi kelamaan 🤣,owloh mampu melindungi umatnya israel udah usah ngimpi kelamaan
@dina_sulaeman So much hate for israel 🤣 https://t.co/zXIIvzR1wq,much hate for israel
@dina_sulaeman fans hamas pada ngamuk🤣🤣🤣🤣 https://t.co/5aV4sNXKU7,fans hamas ngamuk
@kozirama mulyono yg tolol aja menlu nya gacor. lah ini dapetnya apaan kocak 😭😭😭,mulyono tolol menlu gacor dapetnya apaan kocak
@kozirama Lihat aja nasib para diplomatnya,lihat nasib para diplomatnya
@kozirama Kayanya adminnya malu sendiri mau ngepost ini,kayanya adminnya malu sendiri ngepost
@kozirama Kemenlu rasa pak Camat.. Ya baru ini,kemenlu rasa pak camat baru
"@kozirama malah kepikiran jadi pns gonta ganto boss rasanya ape ye, mana gantinya kaga pake standard kompentensi",malah kepikiran jadi pns gonta ganto boss rasanya ape mana gantinya kaga pake standard kompentensi
"@kozirama Ga berpengalaman, ga kerja bener",berpengalaman kerja bener
@kozirama Cerminan penerintah/kabinet RI saat ini. KUCEL.,cerminan penerintah kabinet kucel
"@kozirama Dan biasanya diplomat kemlu tuh orang orang elit profesional 

Skrg malah dipaksa kerja dibawah politisi",biasanya diplomat kemlu tuh orang orang elit profesional skrg malah dipaksa kerja dibawah politisi
@kozirama Diplomatnya berasa dikencingin dimuka,diplomatnya berasa dikencingin dimuka
@kozirama apa yg diharapkan dari politisi hasil groomingan prabsky.,apa diharapkan politisi hasil groomingan prabsky
@kozirama Wkwkwkwk...welcome to the club 😌🙏🏻,wkwkwkwk welcome the club
@kozirama Katanya Kementerian Halu,katanya kementerian halu
@kozirama *udah ga elit lg kemlu 😂,udah elit kemlu
@kozirama Good luck temen2 terbaik,good luck temen terbaik
@kozirama Keliatan bego memang,keliatan bego memang
@kozirama kinerjanya??? KOSONG!!!!!!,kinerjanya kosong
@kozirama Kakek sugiono,kakek sugiono
@kozirama 🙂,
@kozirama Tukang cebok bossnya..  Balas budi...,tukang cebok bossnya balas budi
@kozirama Gada auranya,gada auranya
@kozirama 😥,
"@kozirama Sama aja, di seluruh dunia jg gitu. Bagusin kemen LN butuh biaya gede....fokus ke dalam negri aja....",sama seluruh dunia gitu bagusin kemen butuh biaya gede fokus negri
@kozirama Bro child,child
@kozirama Kakek sugiono?,kakek sugiono
@kozirama Bocil dikasih jabatan,bocil dikasih jabatan
@kozirama Kinerja Kemlu yang sekarang justru lbh bagus drpd sebelumnya.,kinerja kemlu sekarang justru lbh bagus drpd sebelumnya
"@kozirama Retno mmg buat apa selama 1 dekade jd Menlu? 

Henley index pasport? Neraca dagang positif? Ban lIfting? Open skies? 

Diplomat klasik yg bergaya Nuncio macam Retno ga akn ksh breakthrough

Dibawah Sugiono @Menlu_RI, ID masuk BRICS , main2 kaki cakep diantara US &amp; RU, poros China",retno mmg buat apa selama dekade menlu henley index pasport neraca dagang positif ban lifting open skies diplomat klasik bergaya nuncio macam retno akn ksh breakthrough dibawah sugiono masuk brics main kaki cakep diantara amp poros china
@kozirama Aslina demot,aslina demot
@kozirama He he he,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya heran kok Pak Dino masih heran?,heran pak dino heran
@dinopattidjalal @Kemlu_RI @Menlu_RI Model begini Indonesia mau jadi ketua Dewan HAM PBB Makan tuh hamburger,model begini indonesia jadi ketua dewan ham pbb makan tuh hamburger
@dinopattidjalal @Kemlu_RI @Menlu_RI Model begini Indonesia mau jadi ketua Dewan HAM PBB Makan tuh hamburger,model begini indonesia jadi ketua dewan ham pbb makan tuh hamburger
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya pikir sudah rahasia umum bahwa pemerintah Indonesia memang beraninya sama rakyatnya sendiri.,pikir rahasia umum bahwa pemerintah indonesia memang beraninya sama rakyatnya sendiri
@dinopattidjalal @Kemlu_RI @Menlu_RI Setelah kita punya Bu Retno Pak Marty Pak Hassan Pak Alwi Pak Ali sekarang malah punya Menlu sekelas pesuruh partai...,setelah punya retno pak marty pak hassan pak alwi pak ali sekarang malah punya menlu sekelas pesuruh partai
@dinopattidjalal @Kemlu_RI @Menlu_RI Sikat aja Pak Dino Telanjangi dan kuliti semua inkompetensi kebijakan luar negeri memalukan Pak Prabowo dan anak titipan nya ini si Sugiono https://t.co/q9ZB21R5DX,sikat pak dino telanjangi kuliti semua inkompetensi kebijakan luar negeri memalukan pak prabowo anak titipan sugiono
@dinopattidjalal @Kemlu_RI @Menlu_RI Lah perasaan pak menlu sugiono udah bersuara deh kemaren. https://t.co/yBBYQAEzWn,perasaan pak menlu sugiono udah bersuara kemaren
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan2 pak @prabowo blum tahu berita ttg penangkapan Presiden Maduro oleh USA ini ya? Soalnya kok saya blum dengar bliau berkomentar soal ini .,jangan pak blum tahu berita ttg penangkapan presiden maduro usa soalnya blum dengar bliau berkomentar soal
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan2 pak @prabowo blum tahu berita ttg penangkapan Presiden Maduro oleh USA ini ya? Soalnya kok saya blum dengar bliau berkomentar soal ini .,jangan pak blum tahu berita ttg penangkapan presiden maduro usa soalnya blum dengar bliau berkomentar soal
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg anda harapkan dari pemerintah yg sudah memberikan 0% pajak dan memberikan akses penuh terhadap kekayaan mineral tembaga Indonesia kpd Trump ? https://t.co/jgGi8VFk7F,apa anda harapkan pemerintah memberikan pajak memberikan akses penuh terhadap kekayaan mineral tembaga indonesia kpd trump
@dinopattidjalal @Kemlu_RI @Menlu_RI Kami juga se Kecamatan heran..! https://t.co/4uXKVQUHBM,kecamatan heran
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Hpnya di-setting mode kids jadi yang keluar cuma pororo,hpnya setting mode kids jadi keluar cuma pororo
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/4s2WbQp8ty,
@dinopattidjalal @InFebriyan128 @Kemlu_RI @Menlu_RI Mau bersuara keras pada Amerika? Mau berharap apa dari presiden dgn mental spt ini? https://t.co/cPjEnIeihb,bersuara keras amerika berharap apa presiden dgn mental spt
@dinopattidjalal @Kemlu_RI @Menlu_RI Sama perang tarif aja pemerintah Kita takut pak apalagi sampai berani keras seperti Maduro ke AS; mana mungkin.,sama perang tarif pemerintah takut pak apalagi sampai berani keras maduro mana mungkin
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Menlu lagi ngurusin Pilkada.. mungkin nanti Menteri pertanian yg bakal menyampaikan sikap Indonesia soal serangan USA ke Venezuela,pak menlu ngurusin pilkada mungkin nanti menteri pertanian bakal menyampaikan sikap indonesia soal serangan usa venezuela
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang kita harapkan dari kemenlu yang dipimpin bukan oleh Diplomat karir yg banyak mengenyam asam garam dan ditempa pengalaman di dunia diplomasi internasional https://t.co/TCh76woZMJ,apa harapkan kemenlu dipimpin diplomat karir banyak mengenyam asam garam ditempa pengalaman dunia diplomasi internasional
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang kita harapkan dari kemenlu yang dipimpin bukan oleh Diplomat karir yg banyak mengenyam asam garam dan ditempa pengalaman di dunia diplomasi internasional https://t.co/TCh76woZMJ,apa harapkan kemenlu dipimpin diplomat karir banyak mengenyam asam garam ditempa pengalaman dunia diplomasi internasional
@dinopattidjalal @Kemlu_RI @Menlu_RI pak saya sebagai warga sipil dan ga pernah mencelupkan diri ke dunia pemerintahan jujur nyerah sih pak. kayak capek selahirbatinduniaakhirat sama pejabat2 indonesia sekarang. udah di titik malas kritik. cuman bisa retweet dan share yang urgent aja.,pak warga sipil pernah mencelupkan diri dunia pemerintahan jujur nyerah sih pak kayak capek selahirbatinduniaakhirat sama pejabat indonesia sekarang udah titik malas kritik cuman retweet share urgent
@dinopattidjalal @Kemlu_RI @Menlu_RI Presidennya si pangkatnya jendral kalau pidato uuhhh sangat berapi-api kalau soal antek asing sambil gebrak-gebrak meja. Ga taunya ga lebih kaya ayam sayur.,presidennya pangkatnya jendral pidato uuhhh sangat berapi api soal antek asing sambil gebrak gebrak meja taunya lebih kaya ayam sayur
@dinopattidjalal @vaniepink @Kemlu_RI @Menlu_RI Krn Menlu RI saat ini tdk punya kompetensi dia hanya pajangan formalitas presiden.,krn menlu tdk punya kompetensi pajangan formalitas presiden
@dinopattidjalal @vaniepink @Kemlu_RI @Menlu_RI Krn Menlu RI saat ini tdk punya kompetensi dia hanya pajangan formalitas presiden.,krn menlu tdk punya kompetensi pajangan formalitas presiden
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Masih tahun 2021 di kalender beliau,tahun kalender beliau
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Kami tidak heran pada kebijakan menlu yg mengherankan karena memang tak perlu diherankan lagi. Keheranan hanya ada pada dipilihnya dia sebagai menlu terheran di negeri penuh pengheranan https://t.co/Pvh5CRw177,heran kebijakan menlu mengherankan memang tak diherankan keheranan dipilihnya menlu terheran negeri penuh pengheranan
@dinopattidjalal @Kemlu_RI @Menlu_RI Karena beliau memahami bahwa kalau tidak mampu dan menguasai suatu bidang lebih baik diam pak ,beliau memahami bahwa mampu menguasai suatu bidang lebih baik diam pak
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Dikomen gini sama dubes... malu sih gue,dikomen gini sama dubes malu sih
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Ajaib Menlu kok bahas Pilkada bukannya itu bagiannya Mendagri??,ajaib menlu bahas pilkada bukannya bagiannya mendagri
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlu RI sedang sibuk akomodir pilkada oleh DPRD Jangan diganggu pak.,menlu sedang sibuk akomodir pilkada dprd jangan diganggu pak
@dinopattidjalal @Kemlu_RI @Menlu_RI Kalau pak Menlu Sugiono slow response kalau masalah begini Kalau wacana presiden dipilih langsung oleh DPR baru beliau memberikan tanggapan ,pak menlu sugiono slow response masalah begini wacana presiden dipilih langsung dpr baru beliau memberikan tanggapan
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Jauh kalah gercep ma PM malaysia yg sat set,jauh kalah gercep malaysia sat set
@DrRizalSukma @fernandesu00 @dinopattidjalal @Kemlu_RI @Menlu_RI Ini eranya heran. Sebelumnya era kaget.,eranya heran sebelumnya era kaget
